Year_Recorded,Month_Recorded,Price_Aluminium_per_Ton,Price_Tin_per_Ounce,Price_Copper_per_Ton,Price_Iron_per_Ounce,Price_Steel_per_Ton,Inflation_Rate_Percentage,Aluminium_Price_Inflation_Adjusted,Tin_Price_Inflation_Adjusted,Copper_Price_Inflation_Adjusted,Iron_Price_Inflation_Adjusted,Steel_Price_Inflation_Adjusted,Price_Chromium_Adjusted
1996,Jan,3493.85,1292.09,3259.3,3978.89,154.5,4603.93,3169.88,3275.01,1245.81,2703.13,3976.56,4229.73
2003,Dec,346.22,3567.95,968.04,48.16,4507.63,3901.61,2100.82,287.65,3527.12,3079.07,1632.27,3659.94
2002,Jan,552.06,4362.85,1524.36,3728.41,863.55,2025.74,509.62,2590.83,3279.62,4869.38,426.06,3695.09
2023,Mar,468.97,3947.97,1941.28,2538.28,2535.4667800453517,660.59,3485.56,3060.04,16.45,3081.48,2438.0436627282497,4871.95
2001,Dec,2425.54,4830.22,3468.91,2368.66,4565.65,1016.34,1702.54,702.21,1415.95,4345.55,4633.24,1646.42
2024,May,788.76,4918.43,1872.73,70.04,458.79,3295.86,2431.12,4598.25,685.16,3286.65,1801.88,3679.8
2005,Jun,4207.16,4820.9,2803.34,86.99,4756.46,3938.63,1813.96,1698.89,3479.48,142.24,3312.33,3909.04
1997,Jan,1659.61,109.03,1560.19,2450.22,30.1,3514.01,4020.16,2214.47,4224.26,4015.2,4974.17,4052.29
2001,Apr,2071.61,2027.02,2059.81,98.12,2535.4667800453517,3538.21,2371.61,1805.02,2944.37,1077.97,1882.31,4288.13
1992,Aug,3062.27,1433.39,4091.66,2458.55,2744.15,2185.87,705.32,1513.64,4574.09,456.83,338.68,2464.9593049327354
2017,Nov,4297.5,1285.31,2508.5359800664455,3562.23,1217.56,149.17,4836.29,2081.95,425.1,496.34,2302.44,2464.9593049327354
2024,Apr,4594.48,1891.63,3849.18,2154.06,4629.08,141.19,1787.27,885.98,149.64,3491.5,814.2,2721.9
1999,Aug,1697.61,422.37,386.3,1198.94,3012.07,1633.44,4117.35,2249.88,4176.73,2568.1679128440364,2785.05,3297.32
2006,Nov,594.46,4300.95,4468.32,4396.69,2132.02,2521.72,4170.96,4649.41,2952.83,1559.46,895.36,1011.87
1990,Mar,4141.9,2181.52,2162.52,4652.2,4938.98,2835.28,3742.46,916.83,4266.51,1575.07,2917.24,111.98
2011,Dec,2271.39,1954.82,2791.79,557.54,1612.78,2479.4544587352625,1139.06,4087.82,2947.29,2568.1679128440364,2262.46,2853.15
1994,Jul,4157.19,2827.14,1070.83,2302.51,3484.09,966.27,3841.24,3402.81,2078.26,1270.56,1018.26,4366.73
1994,Aug,1366.75,998.68,847.79,2065.12,784.8,1223.2,2439.1788392857147,1738.53,2645.46,1518.13,1900.72,3850.07
2012,Sep,1635.13,2271.96,1839.19,4397.19,2997.04,622.74,3572.51,2228.7,2300.34,2962.32,4560.03,4267.57
1999,Oct,70.68,4630.43,3156.04,3430.46,1170.65,622.34,2400.16,3946.94,1169.96,73.13,504.76,2325.24
1997,Nov,1162.79,3332.5,4739.68,660.02,2941.74,2933.41,669.39,4846.38,2988.4,1422.96,3055.53,2464.9593049327354
2005,Dec,890.72,160.59,892.63,4138.4,3987.0,1947.6,217.76,4139.58,3029.13,2591.19,4762.31,52.58
2003,Jul,2174.47,1899.67,2995.83,1118.14,169.57,1702.28,1009.92,2312.5,80.39,2115.99,2056.7,1956.29
1999,Sep,3504.03,1199.24,3480.24,2863.19,4699.32,709.79,2475.31,1764.65,1655.84,2568.1679128440364,1122.71,692.8
1992,Oct,793.46,945.67,2221.15,3929.48,546.46,679.73,830.15,807.23,4025.58,2612.58,3719.57,4339.92
2015,Feb,3954.06,4789.43,1929.14,3752.53,1414.3,4392.99,1488.96,425.27,251.12,1515.86,2079.41,3388.46
2004,Jul,111.36,198.92,3173.59,4609.17,4582.37,1096.04,531.19,1388.87,2916.8,2568.1679128440364,4476.71,4069.56
2004,Nov,2499.660728699552,3577.19,4115.53,3795.99,3668.39,4972.55,1283.29,2176.31,4883.91,2568.1679128440364,2113.28,1283.3
2020,Sep,1682.07,2452.89,2092.5,2549.7043023255815,4010.1,4459.86,2113.66,792.78,213.37,4200.67,3907.54,2173.46
2013,Sep,4867.26,4281.12,3762.78,1665.64,3104.36,3479.98,2199.98,3814.66,628.75,955.01,2438.0436627282497,2464.9593049327354
2010,Dec,3117.23,4280.33,1488.26,475.09,3039.1,2446.41,3382.84,2488.69,2630.4669939305713,4538.6,4178.94,3196.65
2020,Apr,2830.86,3985.08,4153.22,3303.85,441.96,2195.84,2072.25,1509.43,1131.45,3139.87,4294.96,2087.77
1995,Oct,3366.3,1344.33,2432.65,3011.23,1402.28,678.0,1468.73,1851.1,4281.46,2007.43,3627.39,2037.41
2018,Oct,4133.33,213.35,4746.32,349.08,2392.27,4305.23,1426.27,205.18,3189.32,2542.94,114.71,3335.27
2018,Apr,2499.660728699552,4783.08,1683.17,2893.59,4364.38,2969.78,1383.51,4970.58,3834.91,2568.1679128440364,1536.06,4533.18
2003,Nov,3188.37,1841.89,4899.53,2974.59,1766.82,3430.53,603.2,3307.44,4797.45,4453.6,3279.98,3029.94
1995,Apr,4460.52,991.46,1949.29,1111.05,1594.0,4301.99,1146.97,4323.35,4078.09,4830.61,4738.7,3747.18
1994,Feb,4901.48,2789.57,1924.39,4376.95,1456.78,108.43,3418.94,3934.07,661.48,4076.34,1610.33,1002.24
2009,Dec,4087.16,1208.13,71.94,4976.45,1262.66,80.55,3720.3,1606.88,2706.37,1836.86,3080.42,1420.68
1994,Apr,2518.57,4995.7,2853.58,1589.49,3408.75,1796.92,3750.31,1615.76,2630.4669939305713,2853.49,4285.94,1666.94
2023,Mar,40.3,3048.89,4414.79,3190.21,395.26,1171.96,1046.73,2465.7677825159913,4203.87,294.92,3196.52,621.73
2001,Jul,2551.94,4234.27,955.24,2549.7043023255815,665.57,3606.77,3904.63,2751.22,2512.56,4882.87,468.67,3706.1
2016,Jun,75.59,1107.47,1877.04,3954.68,1537.93,2228.28,4533.48,3948.13,4874.37,3280.48,4255.69,1016.16
2009,Jan,4878.5,279.19,12.95,1159.19,3088.59,4772.41,3089.75,4100.55,4728.87,1178.02,2783.56,4265.89
1996,Oct,2417.71,3382.31,722.75,4882.29,3149.09,4965.25,1236.21,4218.64,1467.51,3620.18,2282.9,675.91
2013,Feb,4533.99,3736.22,1564.2,2796.2,3440.36,4763.22,1785.94,2344.66,2630.4669939305713,2594.07,4414.36,1615.44
1994,Jun,2991.66,3791.48,4765.35,580.55,2849.42,2922.01,394.71,4119.62,4156.38,4801.38,3740.81,3288.02
2014,Jun,974.58,157.41,480.42,3362.97,360.21,4622.17,2278.29,3752.58,1938.6,2838.89,1013.66,871.75
1995,Dec,4301.44,365.03,3203.73,1423.81,376.31,870.36,1186.59,4381.71,2630.4669939305713,4092.88,1195.92,2464.9593049327354
1998,Jun,1374.35,3979.47,4119.54,3921.64,156.08,4054.93,2439.1788392857147,71.69,35.94,1338.85,1617.55,2464.9593049327354
2010,Jan,3770.03,1544.2,3978.24,2981.46,212.93,4846.78,877.24,3736.8,1253.26,4674.75,3125.14,3578.28
2004,Nov,3095.39,3023.52,1807.46,2866.32,4584.87,1337.89,4022.74,1385.26,518.6,657.42,1722.48,3153.99
2008,Jul,4251.97,2951.83,2371.54,1486.78,2146.18,3966.61,2439.1788392857147,1450.27,1887.53,693.9,2837.85,1631.29
2021,Oct,2406.24,1659.96,4731.85,3776.01,1518.99,2712.14,336.68,3807.05,760.22,3474.49,333.09,4519.4
2002,Jul,563.41,1685.97,1316.54,2007.12,3810.7,4382.76,1678.68,2850.91,2208.8,322.75,875.42,2392.3
1990,Mar,4259.42,3551.43,3609.55,4561.5,1323.15,2480.73,3605.41,3319.06,474.76,539.85,2212.21,4004.88
2012,Jul,4701.9,1089.33,3646.09,2241.35,3577.85,3760.53,875.94,2858.94,2630.4669939305713,843.58,2438.0436627282497,4050.84
2009,Oct,1046.02,3859.78,1154.34,118.41,2413.16,4966.4,925.66,793.55,4554.91,1197.14,2808.27,851.27
2019,Nov,3317.35,703.76,2763.81,4466.97,3186.62,4521.13,1946.91,56.04,4141.04,252.62,3489.38,3795.08
1995,Aug,684.11,3595.11,543.79,2125.95,1496.45,3115.65,4970.4,1235.83,984.36,2734.05,3256.28,3965.24
2001,Sep,2807.42,2654.85,1784.0,3529.56,4448.06,72.24,3437.9,1042.45,4957.42,2708.43,4313.03,4654.42
2011,Oct,4891.81,2482.9329770992367,851.78,1971.71,3123.74,3481.87,270.17,2300.19,1181.96,2568.1679128440364,119.21,4679.17
1992,Nov,4797.62,3130.37,3458.36,150.79,3728.77,4065.3,198.54,1941.88,2760.67,2153.1,646.88,1244.9
1996,Dec,2372.23,3233.53,4920.85,2549.7043023255815,4279.92,4935.42,2556.73,1842.21,3456.5,2799.37,2264.05,3920.28
2002,May,604.95,340.91,4264.94,1263.2,249.56,312.9,777.7,1373.01,4194.48,2568.1679128440364,4806.12,2957.83
2007,Mar,896.15,827.82,3071.57,840.47,4489.6,607.48,4862.39,101.92,388.33,3543.83,2525.24,3921.94
1996,Nov,1766.5,34.83,3012.63,2350.56,412.83,1583.05,1565.9,1076.29,3284.78,4161.85,1291.14,169.98
2019,Dec,2605.53,2151.79,3134.93,3212.91,291.82,3349.12,1266.11,3236.45,579.15,3175.74,2885.96,702.77
2015,Aug,4031.08,3314.82,4325.02,1102.02,842.99,803.09,4268.62,1718.82,2003.57,93.58,407.68,1025.28
2012,Jun,893.12,1961.82,3056.03,4552.9,3867.42,1408.92,353.22,1714.4,3035.72,1041.22,1856.12,1122.93
1992,Mar,4669.43,4231.22,847.91,1007.61,1790.26,3136.86,1530.71,858.24,2630.4669939305713,2437.46,4125.39,1445.91
2012,Oct,4123.09,1636.67,1210.13,96.01,1669.58,2093.64,3039.86,477.27,3027.47,3903.07,4185.02,3935.37
2006,Feb,4627.42,1085.8,410.01,3336.02,3001.44,4733.91,3316.29,2577.33,4064.92,2568.1679128440364,1237.87,3983.97
2005,Jan,3300.91,39.5,3205.99,1525.35,1825.55,2929.21,1538.27,823.35,3391.75,4300.89,3817.75,2696.99
2019,Nov,2499.660728699552,1707.8,2508.5359800664455,1620.84,3765.81,2542.31,2854.06,4375.09,3474.75,4076.45,1978.18,2464.9593049327354
2022,Apr,3735.43,295.75,2508.5359800664455,2549.7043023255815,4548.48,4595.6,3868.61,1729.83,454.09,2568.1679128440364,3495.34,2859.73
2014,Jan,2088.3,2471.09,222.14,4617.08,4163.95,1608.09,2852.91,3405.58,1026.92,2202.42,2710.5,513.82
2013,Nov,2355.31,4083.72,2508.5359800664455,2549.7043023255815,2805.64,1444.04,4252.48,82.91,1493.62,4749.17,2317.66,1868.88
2013,Feb,135.3,3337.8,691.75,1564.47,1561.47,244.34,905.03,4695.42,4454.17,4280.57,328.13,4995.93
2010,Jun,137.94,3553.69,379.11,4086.21,4115.58,3434.64,2208.23,456.57,4620.03,4627.79,620.58,4606.3
1991,Aug,3061.19,4477.63,3613.46,1807.0,2069.44,1726.28,1314.12,1436.36,2630.4669939305713,3525.34,2438.0436627282497,4824.32
1993,Sep,3465.68,1128.63,3262.25,2549.7043023255815,1831.75,4607.38,901.04,2181.45,219.06,4538.87,1398.71,1635.7
2006,Aug,34.71,3923.83,3289.35,1054.85,55.66,1934.44,2219.46,4171.03,1642.03,1324.19,21.54,3328.68
2010,Jun,865.46,2644.54,3208.56,2836.14,4130.99,3697.72,3630.11,4269.95,1591.67,4252.8,3150.82,328.14
2006,Nov,4754.78,711.42,3695.42,4788.58,3844.8,1453.78,2852.34,2322.88,3626.4,2214.99,629.95,1284.17
1995,Nov,4959.08,1061.81,1472.72,992.49,1862.78,3706.32,3039.34,495.0,3916.25,41.98,4044.57,1346.46
2003,May,503.75,4987.38,36.64,2549.7043023255815,2919.27,3345.42,2439.1788392857147,3305.77,1737.74,714.82,4130.07,2988.02
2000,Jan,853.98,4120.68,4749.14,3618.64,4249.2,528.41,3774.08,2042.41,1148.13,2568.1679128440364,126.3,1479.7
2009,May,3228.23,3749.63,467.58,3578.88,699.52,2247.56,3361.06,126.17,2630.4669939305713,3390.64,2723.01,2464.9593049327354
2011,Aug,1409.96,312.96,2997.66,3974.69,4981.48,1684.79,1132.0,493.57,4353.27,388.3,3932.05,2894.63
2009,Sep,1246.08,304.75,1801.58,3373.43,2555.99,453.88,4737.17,3799.84,1917.28,3696.06,3556.55,1901.96
2011,May,3201.78,1651.18,2730.37,2178.17,2535.4667800453517,3827.18,2823.04,4137.28,2578.39,4701.84,37.24,2655.72
2013,Oct,2786.91,3749.93,2612.81,2549.7043023255815,1298.73,1089.88,323.99,1472.85,4476.77,2568.1679128440364,1638.04,3518.11
2019,May,4014.89,3033.84,4348.72,1935.58,2088.18,283.22,2509.1,3685.51,2063.03,4637.02,2382.4,2715.85
1990,May,2784.86,1599.86,1564.23,2558.07,1112.35,1218.31,899.33,4039.36,4874.1,1608.27,1811.33,3116.27
2014,Nov,2838.27,655.33,3576.98,363.22,3025.45,2637.49,1409.16,3044.76,1150.9,3481.49,3180.81,835.66
2018,Jun,2835.59,1634.3,3414.2,3702.25,4893.68,4573.74,2439.1788392857147,2071.81,1092.27,3909.83,2054.14,20.5
1997,Dec,1804.97,2482.9329770992367,3699.18,2897.1,1768.9,1429.18,1655.31,3779.02,4586.83,3031.63,3161.23,3180.76
1999,Feb,3331.45,4938.45,1104.24,2086.56,3488.47,29.44,4771.84,2561.3,3226.35,4072.98,4644.9,4831.59
2023,Aug,1464.72,3391.44,1015.03,1647.09,3427.22,2851.23,1349.74,1536.54,820.99,4660.95,2051.02,4738.62
2020,Nov,495.76,4948.25,3870.41,3418.56,3513.66,957.09,2956.51,1026.32,4489.29,3624.36,1228.17,1743.16
2003,Oct,1537.4,4328.69,1238.29,338.51,4535.56,3440.84,2327.41,403.98,478.88,2827.64,1989.98,2849.02
2005,Jun,4721.46,325.08,4648.98,1824.22,283.1,33.62,4635.0,1092.53,2197.82,3733.2,278.13,1441.38
2021,Sep,3464.14,2270.05,4730.66,2653.55,3408.21,276.32,4727.04,1618.12,4808.7,2638.75,218.99,903.05
2009,Nov,4672.32,2482.9329770992367,3284.64,1118.19,2535.4667800453517,1009.63,2428.83,2165.07,3880.27,949.58,1461.61,2692.54
1990,Jul,3850.15,4827.18,2508.5359800664455,4945.18,2513.57,4851.75,1020.5,4836.58,3644.63,633.52,3193.55,1734.15
2000,Sep,1834.5,4618.87,4293.9,3182.96,3657.5,2786.0,1506.87,2637.56,4799.08,2774.04,2727.21,4613.69
2010,Jun,979.06,141.52,1044.3,1286.42,513.87,1555.32,4621.87,3921.51,3170.21,684.05,3246.82,1212.73
1998,Jan,2585.06,2635.01,1593.42,1595.29,3203.56,564.92,4476.09,1318.89,3771.82,4603.52,1980.78,1683.56
2005,Aug,1951.15,684.62,2508.5359800664455,1437.11,3514.55,4707.29,2998.39,2188.87,1883.38,2101.84,2438.0436627282497,3404.88
2021,Jun,395.78,3118.15,2918.1,69.87,3567.42,1432.58,4480.64,2427.64,4771.14,783.07,502.49,3137.91
2022,Aug,3483.94,48.2,3044.59,2549.7043023255815,2692.0,2802.17,4861.18,1726.13,4145.52,2349.52,1078.04,2975.02
2001,Oct,1359.87,1363.21,2508.5359800664455,1840.98,1848.29,3289.99,2520.07,4936.95,797.31,362.69,4701.64,1225.9
1992,Mar,187.54,3750.69,1158.09,1698.69,3485.14,2665.74,2788.67,1586.53,1186.78,3493.67,642.94,961.96
2015,Sep,143.01,1948.83,3332.83,4199.54,986.84,3874.06,1311.09,1225.41,4437.43,1600.93,1535.58,4088.47
2005,Sep,1431.65,4400.75,1544.68,4540.78,2169.95,1026.26,3769.37,2637.95,4936.21,2993.55,503.22,2464.9593049327354
2011,Oct,2859.84,3116.31,2040.27,3222.07,2453.7,2197.93,1567.29,1921.96,1146.58,4840.37,2438.0436627282497,4589.39
2014,Jul,1375.01,4563.42,4443.7,812.59,1886.24,2692.84,941.02,2465.7677825159913,2025.37,4440.08,2221.7,93.56
2007,Apr,4201.68,3821.88,2267.93,4233.26,2535.4667800453517,4605.14,1295.57,1255.16,1418.62,2704.78,911.68,2842.53
2010,Oct,72.84,4982.07,1408.16,4579.26,875.09,3251.3,4904.15,1994.85,3859.77,143.0,1209.61,1152.7
1993,Jan,132.94,1377.68,4301.99,95.82,691.25,745.29,2262.61,1638.16,1975.42,979.73,2185.22,2342.1
2014,Sep,4776.47,4814.58,4682.93,828.23,3867.93,2305.17,2439.1788392857147,424.27,1419.89,2418.56,3205.95,2464.9593049327354
2024,Nov,4210.84,4478.52,2981.8,1484.0,3835.63,264.46,3644.74,4733.08,1391.47,4154.02,422.14,259.88
2014,May,700.11,2482.9329770992367,3386.18,3355.51,2144.43,4981.91,2947.36,419.48,35.55,4999.31,532.72,4182.84
2001,Nov,2572.61,2487.56,433.85,868.19,2535.4667800453517,3202.0,2634.91,3571.71,1768.73,2568.1679128440364,4913.91,1097.73
1994,Apr,2129.6,4292.77,157.38,1393.75,3512.99,4606.55,1985.74,4809.88,2651.43,2198.9,1151.06,2464.9593049327354
2005,May,426.61,4223.6,2508.5359800664455,639.21,4582.73,2479.4544587352625,1545.82,452.39,1746.45,277.39,4126.61,1682.69
1990,Oct,3855.65,2116.38,1271.45,4080.19,1704.63,3655.44,3425.37,3761.96,2012.83,4023.05,2775.66,4746.84
2009,May,2499.660728699552,2944.56,2934.73,3360.7,2072.49,1573.84,2439.1788392857147,2061.74,2630.4669939305713,2568.1679128440364,537.18,2496.53
1998,Dec,3339.26,2482.9329770992367,991.99,4833.39,2280.85,2028.81,110.54,1289.26,4865.66,1398.44,1774.68,3684.72
2001,Jan,365.45,4925.89,217.72,2022.92,418.72,1956.72,4160.76,1778.56,3913.9,2569.7,1690.19,2464.9593049327354
2012,Feb,4299.6,2922.81,4827.11,3730.05,3961.12,4858.89,2532.04,465.66,1457.99,770.9,4870.36,166.15
1997,Jun,2528.71,967.6,3028.92,2117.13,4905.57,4065.22,1843.61,3095.33,4583.24,559.81,336.33,1420.09
2020,Jan,829.5,3548.91,2383.1,483.51,308.23,3319.96,1725.23,2190.08,3155.66,4704.0,563.07,999.01
2012,May,1064.95,2500.72,1515.28,1129.01,3603.11,863.28,3186.55,557.18,3726.09,4126.91,1898.81,86.2
2009,Aug,3763.13,815.88,4282.84,3747.04,2904.08,4373.28,4245.91,1254.61,4796.47,3802.06,19.77,1782.82
2004,Oct,1019.37,3213.26,2508.5359800664455,2194.6,113.61,3732.94,2439.1788392857147,2402.84,1325.13,1893.12,2955.2,3663.15
2012,Nov,4719.4,2482.9329770992367,2508.5359800664455,760.8,1929.89,1397.01,1123.41,3378.45,2575.82,355.16,2950.64,4803.45
1995,Dec,1151.94,3443.19,4728.02,2152.66,951.74,2522.17,1836.54,4968.86,2964.82,4772.92,208.41,2409.96
2020,Sep,4397.97,1586.58,65.88,2080.73,2535.4667800453517,4796.28,1183.01,3493.26,2947.48,1997.26,4561.76,3255.25
2015,Jun,2468.88,1289.55,130.24,1747.85,1097.18,2479.4544587352625,1652.85,1294.23,1865.74,4165.79,3457.83,3322.24
1990,Oct,4912.7,3297.26,2508.5359800664455,4587.55,1797.63,701.69,2782.87,4313.88,248.56,2908.68,1496.84,1195.68
1991,Jan,552.65,2482.9329770992367,2476.43,1560.05,1998.0,3729.16,2274.07,2096.05,1871.8,2350.55,2917.98,799.17
2015,Apr,412.22,537.93,3503.31,894.75,3532.15,1475.46,2079.28,4241.28,2504.87,4875.4,4960.76,4444.82
2007,Feb,1881.6,1742.0,3266.09,117.43,4602.97,3721.46,2086.67,1593.17,2689.21,3745.34,3772.17,3072.56
1999,Mar,4291.97,3626.89,2192.52,299.99,2535.4667800453517,1277.63,1001.09,1721.13,1109.97,131.04,891.58,2022.31
2004,Feb,3648.72,4155.37,1973.93,1631.91,366.5,1608.52,1468.68,458.45,4866.14,883.24,736.8,843.67
2009,Jul,4244.9,1468.36,1342.68,687.48,1870.56,1608.62,3718.32,417.24,1872.87,3172.59,2103.56,2464.9593049327354
2006,Jun,2499.660728699552,1651.76,1657.19,3900.17,583.08,3449.7,2302.56,1895.11,2480.77,688.0,1462.73,3693.0
1991,Sep,4231.49,1834.94,2864.52,4378.47,1766.0,4769.32,4291.96,2465.7677825159913,3561.89,1563.85,3964.54,4698.61
2017,May,4096.11,2789.74,4664.87,419.38,4340.06,2176.05,1787.92,788.01,3532.27,2632.57,3125.18,1737.62
2020,Apr,429.24,4428.76,2575.97,1035.83,4483.37,4810.33,3456.23,2677.74,1478.78,4151.51,1066.39,3258.16
1994,Jun,92.17,3892.14,358.57,127.17,1053.35,1852.78,1162.49,3510.53,3940.68,3226.56,571.7,2888.35
1997,Jan,1520.83,1961.2,3106.25,3983.25,1755.04,198.28,1339.23,1637.07,3219.18,2568.1679128440364,1868.61,4885.99
1995,Dec,453.13,3522.09,3761.91,2549.7043023255815,3084.45,1686.9,1026.81,1980.03,846.92,4621.82,2169.92,3998.87
2015,Apr,1016.26,1179.77,4895.69,1922.95,934.89,1716.67,3341.96,1180.77,550.7,2734.98,2788.34,4809.7
1992,Jun,4436.43,520.15,1821.71,1338.22,2347.08,4457.48,3744.67,4056.08,3881.13,2946.04,3043.07,385.18
2016,Nov,4834.08,2163.96,589.87,1229.14,1926.55,4513.04,2439.1788392857147,946.53,4430.7,2246.89,778.58,1342.64
1992,Oct,4995.67,1837.42,3270.15,3175.7,792.24,4801.15,2740.37,4796.59,3008.62,3175.85,788.91,61.41
1996,Apr,4045.17,2482.9329770992367,592.34,693.26,960.12,4716.62,1331.15,1342.33,506.31,789.45,3841.77,722.75
1997,Jun,2509.45,4603.46,4821.04,131.58,99.62,2434.4,1684.52,3659.21,1100.02,3047.07,4351.08,3286.4
2013,Mar,2499.660728699552,4923.94,3048.28,1121.81,2467.41,3959.25,2458.87,2863.65,1953.7,2583.43,4065.02,1281.53
1999,May,673.87,3393.49,4488.88,3144.31,516.18,3521.41,3959.35,1357.18,3633.22,2376.83,2073.26,3631.53
2008,Sep,189.35,205.07,1924.33,4200.94,429.52,4080.66,2591.67,2625.41,287.55,614.55,4659.28,3560.47
2008,Mar,4750.56,4680.47,4151.66,586.5,4553.66,4632.1,1852.18,2826.88,160.29,4522.07,4165.41,2180.68
2023,Feb,3408.62,4038.22,3081.97,3065.52,1549.99,2654.4,893.69,3933.11,1507.23,4538.29,1497.63,4084.49
2012,Nov,2666.8,2296.37,3675.19,2863.71,4736.57,4945.43,796.69,2135.1,2442.33,156.59,3023.03,1899.25
2021,Mar,4714.53,4315.45,567.52,3885.26,3298.12,2625.12,1818.43,1666.24,4004.35,2429.75,1907.9,2470.18
2020,Jul,3636.04,4509.6,2114.83,3650.04,1765.03,2055.03,138.13,2098.81,2799.6,1769.51,2200.05,658.31
2014,Nov,3168.18,2379.97,4675.96,2549.7043023255815,1443.1,3965.68,428.9,3504.03,4584.59,3612.13,2828.26,3043.55
2024,Sep,4718.44,4722.92,4526.94,2549.7043023255815,4594.67,2699.5,3589.08,1409.97,2630.4669939305713,1984.12,278.53,2247.11
1994,Nov,1261.5,424.19,258.76,4954.8,2370.06,1800.8,4501.53,2787.66,392.21,2732.18,4451.95,3271.7
1990,Feb,259.19,2666.47,1647.68,2549.7043023255815,4582.76,829.09,996.98,3515.29,1267.09,3472.94,3358.2,1639.29
1996,Mar,1988.41,3956.75,2005.91,851.31,1116.3,757.03,1298.26,4037.25,2027.48,4773.45,2475.1,2464.9593049327354
2019,Jun,1195.38,4230.76,4520.98,363.04,1781.97,4414.44,1993.97,1117.57,2114.65,1067.68,45.84,28.73
2018,May,2499.660728699552,2677.32,387.93,4918.91,1161.71,2595.86,663.28,3872.17,2660.64,2566.16,3864.84,1673.71
2019,May,3228.83,1388.94,3320.48,4354.13,2926.09,226.71,4557.67,1961.31,1353.52,3170.42,1724.99,4733.66
2001,Jan,2553.16,2482.9329770992367,234.05,2405.44,606.12,1416.25,4685.38,3541.35,584.42,4149.24,2772.16,3436.66
2011,Sep,2342.29,2061.77,1357.26,1365.73,2268.83,1255.63,3009.38,688.12,3683.9,4226.0,3456.54,319.84
2023,Aug,1204.42,4868.56,3398.2,3016.83,1442.69,2683.42,1599.71,689.53,2630.4669939305713,2568.1679128440364,2322.91,1750.95
2001,Feb,3360.64,895.55,2199.88,2549.7043023255815,2030.23,2172.54,3014.77,3684.06,2480.9,4264.09,2443.72,673.52
2016,Jul,1826.99,609.14,3523.57,3149.78,3877.61,1789.61,4962.56,3622.13,3729.92,2568.1679128440364,1337.78,1185.68
1993,Apr,2499.660728699552,3074.17,3521.5,2549.7043023255815,463.76,4333.64,319.2,2805.23,2630.4669939305713,2702.1,456.55,586.55
2010,Feb,988.81,4274.2,1155.23,1236.47,2901.68,1648.37,4464.9,617.57,1400.92,2568.1679128440364,4150.11,3456.24
2013,Mar,3217.0,3755.2,4167.5,1493.12,1288.02,1971.1,1230.26,1200.72,4448.3,2568.1679128440364,1533.62,1857.34
1996,Feb,3519.33,3921.9,3282.97,3454.84,3124.0,2441.09,769.77,1256.47,2355.47,269.14,4315.75,2456.49
2011,Mar,1892.21,4357.2,3211.53,1803.04,1930.09,3553.79,2439.1788392857147,3405.45,3391.96,4045.69,881.87,2464.9593049327354
2021,Jul,4266.02,2559.04,221.12,2684.14,192.38,3747.96,2807.86,468.62,2817.86,3004.3,2897.75,4969.87
1994,Jul,2364.57,1124.65,3915.55,2451.04,3581.74,571.22,2381.76,2341.66,4583.62,795.6,4962.99,1866.71
2022,May,1298.16,4595.25,4913.87,2330.7,1310.08,3811.25,3208.05,3242.25,7325.3925,4891.7,1812.61,4493.91
1994,Jun,1173.11,2595.73,4772.2,3327.71,133.74,1511.89,1472.99,2038.01,1728.27,3060.28,679.16,4790.18
1994,Feb,3144.59,3272.74,2909.43,266.4,2662.25,2619.59,2264.15,3970.89,1196.95,1111.87,3317.95,4860.37
2016,Feb,2780.49,1317.36,689.91,1362.2,2214.47,3740.93,1003.46,707.51,2645.66,2983.63,4429.18,3966.35
2006,May,3417.33,427.12,1278.54,832.93,2916.11,4073.11,952.33,4087.34,625.06,1003.01,1145.22,95.96
2023,Dec,4067.78,4203.28,4180.15,1282.04,2747.32,2452.35,3764.82,2638.57,855.43,4094.4,1475.43,269.34
2006,Nov,1186.4,2218.76,2434.64,4047.29,1284.92,2744.78,1468.88,1981.01,3574.85,3169.65,1091.0,1766.47
1995,Mar,530.62,3744.22,2945.2,4375.91,352.46,3449.5,3756.16,3292.04,1114.99,553.01,2402.12,2464.9593049327354
2007,Jul,2409.69,992.68,3939.78,1818.23,4305.35,4689.69,4279.03,4748.93,2795.6,91.85,4208.66,4066.3
1992,Apr,3244.53,3168.55,4868.79,1426.38,3461.62,2576.55,3098.38,3765.82,4874.79,3068.04,3133.22,2294.45
2000,May,4244.04,733.39,520.97,4083.52,4842.37,2479.4544587352625,682.39,2540.01,4946.41,1840.9,3487.64,4836.68
2020,Jan,816.72,4841.11,4416.42,3816.42,3731.85,3071.75,1953.46,1967.3,4858.62,2568.1679128440364,4151.54,1940.63
2024,Jan,1476.27,2308.04,3664.87,2609.16,3774.67,532.13,4367.54,3234.05,2431.04,2568.1679128440364,2839.7,100.97
2008,Dec,4338.06,855.88,4919.91,3203.4,1163.35,3249.02,1197.28,498.3,988.5,4888.09,3501.94,2464.9593049327354
1992,Feb,495.46,2672.94,2212.79,2507.7,2872.15,1736.76,452.55,2083.38,1713.7,4574.7,4880.39,3613.52
2002,Mar,1363.05,1474.92,2718.76,2075.75,2658.2,4562.35,1338.94,3112.15,4746.91,3878.24,459.07,1312.99
